"規制番号","座標","警察署名","交差点名称","制御種別","制御機形式","警交仕規","メーカー補足","製造会社名","製造番号","製造年月","道路別","設置場所"
"11391","34.382371,132.453311","広島中央","鷹野橋（南）","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","1B0642","2021年2月","市道","広島市中区千田町1丁目4番20号先"
"11392","34.380647,132.452746","広島中央","広島市中消防署前","地域/直接","交通信号制御機(UD-TTR)","第1012号「版5」","LTC-AR81","株式会社京三製作所","T87845","2023年11月","市道","広島市中区千田町1丁目5番南角先"
"11393","34.36588,132.458321","広島南","宇品橋東詰高架下","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","2L3566","2022年11月","市道","広島市南区宇品西2丁目6番45号先"
"11394","34.357823,132.458179","広島南","宇品西４丁目１番","地域/直接","交通信号制御機(UD-TTR)","第1012号「版5」","LTC-AR81","株式会社京三製作所","T87954","2023年11月","市道","広島市南区宇品西4丁目1番36号先"
"11395","34.35949,132.458671","広島南","宇品西３丁目８番","地域/直接","交通信号制御機(U)","第1012号","LTC-AR60","株式会社京三製作所","T17555","2016年10月","市道","広島市南区宇品西3丁目8番32号先"
"11396","34.354991,132.469212","広島南","宇品インターチェンジ入口","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000002","2016年8月","Ｒ２（広島南道路）","広島市南区宇品海岸3丁目11番26号先"
"11397","34.353869,132.469201","広島南","宇品海岸３丁目１２番","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","9B0775","2019年2月","臨港道路","広島市南区宇品海岸3丁目12番97号先"
"11398","34.355095,132.45802","広島南","広島港入口（東）","地域/直接","交通信号制御機(UD-RTR)","第1012号","","日本信号株式会社","K0000007","2019年11月","Ｒ２（広島南道路）","広島市南区宇品海岸1丁目8番北西角先"
"11399","34.356149,132.456036","広島南","広島港入口","地域/直接","交通信号制御機(UD-TTR)","第1012号","","日本信号株式会社","K0000001","2019年11月","Ｒ２（広島南道路）","広島市南区宇品西6丁目5番南西角先"
"11400","34.371639,132.455223","広島中央","南千田西町","地域/直接","交通信号制御機(UD-TTR)","第1012号「版5」","LTC-AR81","株式会社京三製作所","T87935","2023年11月","市道","広島市中区南千田西町11番西側先"
"11401","34.361276,132.458817","広島南","宇品西３丁目","地域/直接","交通信号制御機(UD-TTR)","第1012号「版5」","LTC-AR81","株式会社京三製作所","T87945","2023年11月","市道","広島市南区宇品西3丁目4番南西角先"
"11402","34.457877,132.466752","安佐南","大町西１丁目","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T85780","2023年2月","県道３８号（広島豊平）","広島市安佐南区大町西1丁目4番39号先"
"11403","34.456626,132.466171","安佐南","大町西１丁目（南）","地域/連動","交通信号制御機(押ﾎﾞ)","第1012号","","コイト電工株式会社","5L3139","2015年11月","市道","広島市安佐南区大町西1丁目12番24号先"
"11404","34.393413,132.4131","広島西","高須４号トンネル（北）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T87071","2023年9月","市道","広島市西区高須4丁目5番南西角先"
"11405","34.393085,132.413348","広島西","高須４号トンネル（南）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T86874","2023年9月","市道","広島市西区高須3丁目9番31号先"
"11406","34.377731,132.375642","広島西","井口台中央（西）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T86896","2023年9月","市道","広島市西区井口台2丁目20番8号先"
"11407","34.4177,132.386853","佐伯","上中橋東詰","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","4G1289","2024年7月","県道２９０号（原田五日市）","広島市佐伯区五日市町石内4,134番地2東方120メートル先"
"11408","34.46688,132.481889","安佐南","川内５丁目","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T87940","2023年11月","市道","広島市安佐南区川内5丁目33番20号先"
"11409","34.485529,132.4561","安佐南","安東５丁目","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T87879","2023年11月","県道２６９号（今井田緑井）","広島市安佐南区安東5丁目21番3号先"
"11410","34.545823,132.662863","安佐北","中原橋東詰","単独半感","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T72278","2022年12月","県道３７号（広島三次）","広島市安佐北区白木町秋山536番地2東方30メートル先"
"11411","34.417668,132.497294","広島東","三反田踏切前","単独押ボ","交通信号制御機(ﾌﾟﾛ多)","第1012号「版6」","S4：TSC-4111","住友電工ｼｽﾃﾑｿﾘｭｰｼｮﾝ株式会社","251243","2025年12月","県道１５２号（府中祇園）","広島市東区中山上1丁目2番15号先"
"11412","34.363878,132.358367","佐伯","海老園１丁目","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","4G1292","2024年7月","市道","広島市佐伯区海老園1丁目5番35号先"
"11413","34.543774,132.427167","安佐北","長沢大橋北詰","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T89953","2024年8月","Ｒ１９１","広島市安佐北区安佐町飯室2,882番地3北東方130メートル先"
"11414","34.395888,132.455067","広島中央","大手町１丁目","地域/連動","灯器連動","灯器連動","VT-3400","パナソニック株式会社","9N0289","2009年12月","Ｒ５４","広島市中区大手町1丁目1番北西角先"
"11415","34.532008,132.482207","安佐北","虹山団地西入口","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T89954","2024年8月","Ｒ１９１","広島市安佐北区亀山7丁目23番25号北西方50メートル先"
"11416","34.414609,132.508476","広島東","温品交番前","プロ多/連","交通信号制御機(ﾌﾟﾛ多)","第1012号「版4」","S4：TSC-4101","住友電工ｼｽﾃﾑｿﾘｭｰｼｮﾝ株式会社","251242","2025年12月","県道７０号（広島中島）","広島市東区温品7丁目11番39号先"
"11417","34.36321,132.378371","広島西","新八幡川橋北","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T86877","2023年9月","市道","広島市西区商工センター7丁目7番南角先"
"11418","34.539807,132.532005","安佐北","有楽橋東詰","単独半感","ＵＣ形交通信号制御機","第２３２号","","小糸工業株式会社","1A0008","2001年5月","市道","広島市安佐北区三入南2丁目2番4号先"
"11419","34.383853,132.62586","海田","阿戸小学校前","単独半感","ＵＣ形交通信号制御機","第２３２号","","日本信号株式会社","Y627310","2001年7月","県道１７４号（瀬野呉）","広島市安芸区阿戸町2,624番地先"
"11420","34.35795,132.366694","佐伯","五日市渚ガーデン北","プロ多/連","灯器連動","灯器連動","","日本信号株式会社","K0000003","2016年12月","臨港道路","広島市佐伯区海老山南2丁目3番南西角先"
"11421","34.360617,132.373893","佐伯","みずとりの浜公園前北","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000013","2016年12月","臨港道路","広島市佐伯区海老山南2丁目3番南東角先"
"11422","34.435915,132.410548","安佐南","高速４号線沼田口","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T90033","2024年8月","市道","広島市安佐南区大塚東3丁目1番西角先"
"11423","34.438939,132.407479","安佐南","寺谷","単独半感","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T85868","2023年1月","市道","広島市安佐南区大塚東2丁目41番5号西方60メートル先"
"11424","34.396773,132.365767","佐伯","高井橋西詰","単独押ボ","ＵＣ形押ボタン式交通信号制御機","第２３３号","","日本信号株式会社","Y660717","2001年10月","市道","広島市佐伯区利松1丁目13番24号先"
"11425","34.373531,132.468382","広島南","翠２丁目１１番","地域/連動","ＵＣ形押ボタン式交通信号制御機","第２３３号","","日本信号株式会社","Y661025","2001年10月","市道","広島市南区翠2丁目11番24号先"
"11426","34.316096,132.552786","海田","寺屋敷","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号「版6」","KS-18GL","コイト電工株式会社","5M3529","2025年12月","市道","広島市安芸区矢野町752番地の346先"
"11427","34.35501,132.462999","広島南","海岸通り電停","プロ多/連","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","4L2753","2024年11月","Ｒ４８７","広島市南区宇品海岸2丁目14番5号先"
"11428","34.426909,132.600817","海田","みどり坂東入口","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号「版6」","KS-18GL","コイト電工株式会社","5M3530","2025年12月","県道３３号（瀬野川福富本郷）","広島市安芸区瀬野5丁目12番23号先"
"11429","34.397675,132.481397","広島東","光町１丁目１７番","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T92129","2025年1月","市道","広島市東区光町1丁目17番11号先"
"11430","34.388513,132.481339","広島南","平和橋南詰","地域/直接","交通信号制御機(UD-TTR)","第1012号","","コイト電工株式会社","0L3743","2020年11月","市道","広島市南区段原4丁目9番11号先"
"11431","34.389722,132.481952","広島南","平和橋北詰","地域/連動","ＵＣ形交通信号制御機","第２３２号","","小糸工業株式会社","2E1184","2002年5月","市道","広島市南区南蟹屋1丁目6番南西角先"
"11432","34.390861,132.482511","広島南","球場前（西）","地域/直接","Ｕ形交通信号制御機(U)","第２３１号","Ⅹ３","パナソニック株式会社","9C0270","2009年3月","県道１６４号（広島海田）","広島市南区南蟹屋1丁目5番北西角先"
"11433","34.446832,132.390284","安佐南","広域公園テニスコート前","プロ多/親","ＵＣ形交通信号制御機","第２３２号","","小糸工業株式会社","2G1857","2002年7月","市道","広島市安佐南区大塚西5丁目2番1号先"
"11434","34.470386,132.459657","安佐南","相田橋北詰","単独プロ多","ＵＣ形交通信号制御機","第２３２号","","小糸工業株式会社","2F1400","2002年7月","市道","広島市安佐南区安東1丁目1番32号先"
"11435","34.506372,132.479847","安佐北","安佐北大橋西詰","単独プロ多","ＵＣ形交通信号制御機","第２３２号","","小糸工業株式会社","2F1408","2002年7月","県道","広島市安佐北区安佐町筒瀬269番地南方70メートル先"
"11436","34.453222,132.381166","安佐南","伴南３丁目","プロ多/親","ＵＣ形交通信号制御機","第２３２号","","小糸工業株式会社","2K3158","2002年10月","市道","広島市安佐南区伴南3丁目1番南東角先"
"11437","34.351614,132.523045","海田","矢野新町公園","単独プロ多","ＵＣ形交通信号制御機","第２３２号","","日本信号株式会社","Y751995","2002年9月","県道３４号（矢野安浦）","広島市安芸区矢野新町1丁目1番北西角先"
"11438","34.408722,132.394604","佐伯","石内梶田","単独プロ多","ＵＣ形交通信号制御機","第２３２号","VT-3308","松下通信工業株式会社","2L1431","2002年11月","県道７１号（広島湯来）","広島市佐伯区五日市町石内6,395番地1北東方40メートル先"
"11439","34.354121,132.461666","広島南","宇品海岸２丁目","地域/直接","交通信号制御機(S9-TCU)","第1012号「版5」","","コイト電工株式会社","3A0150","2023年1月","Ｒ２（広島南道路）","広島市南区宇品海岸2丁目19番1号先"
