"規制番号","座標","警察署名","交差点名称","制御種別","制御機形式","警交仕規","メーカー補足","製造会社名","製造番号","製造年月","道路別","設置場所"
"11270","34.46541,132.413524","安佐南","大原下橋（北）","地域/直接","交通信号制御機(UD-RTR)","第1012号","S2：TSC-2350","住友電工ｼｽﾃﾑｿﾘｭｰｼｮﾝ株式会社","120568","2013年1月","県道３８号（広島豊平）","広島市安佐南区伴東4丁目8番8号先"
"11271","34.451427,132.404125","安佐南","下城ハイツ入口","地域/直接","交通信号制御機(S9-TCU)","第1012号","S2：TSC-2350","住友電工ｼｽﾃﾑｿﾘｭｰｼｮﾝ株式会社","120622","2013年1月","県道７１号（広島湯来）","広島市安佐南区伴中央7丁目1番10号先"
"11272","34.447095,132.40401","安佐南","宮ヶ瀬神社入口","地域/直接","交通信号制御機(S9-TCU)","第1012号","S2：TSC-2350","住友電工ｼｽﾃﾑｿﾘｭｰｼｮﾝ株式会社","120623","2013年1月","県道７１号（広島湯来）","広島市安佐南区大塚西1丁目15番15号先"
"11273","34.445726,132.404254","安佐南","宮ヶ瀬橋（南）","地域/直接","交通信号制御機(UD-RTR)","第1012号","S2：TSC-2350","住友電工ｼｽﾃﾑｿﾘｭｰｼｮﾝ株式会社","120624","2013年1月","県道７１号（広島湯来）","広島市安佐南区大塚西2丁目10番18号南東方40メートル先"
"11274","34.442601,132.403355","安佐南","大塚駅北","地域/直接","交通信号制御機(UD-TTR)","第1012号","S2：TSC-2350","住友電工ｼｽﾃﾑｿﾘｭｰｼｮﾝ株式会社","120626","2013年1月","県道７１号（広島湯来）","広島市安佐南区大塚西3丁目20番3号先"
"11275","34.495753,132.518252","安佐北","根の谷川橋南","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T51594","2020年2月","県道７０号（広島中島）","広島市安佐北区深川2丁目38番2号先"
"11276","34.454632,132.40476","安佐南","伴中央駅南","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000005","2019年8月","県道７１号（広島湯来）","広島市安佐南区伴中央6丁目13番31号先"
"11277","34.452871,132.404223","安佐南","伴前原下","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000006","2019年8月","県道７１号（広島湯来）","広島市安佐南区伴中央4丁目4番28号先"
"11278","34.449261,132.404051","安佐南","下城橋","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000007","2019年8月","県道７１号（広島湯来）","広島市安佐南区大塚西1丁目5番11号先"
"11279","34.440603,132.40229","安佐南","大塚駅南","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000008","2019年8月","県道７１号（広島湯来）","広島市安佐南区大塚西3丁目23番5号先"
"11280","34.464393,132.470147","安佐南","緑井大町橋（南）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000017","2018年11月","市道","広島市安佐南区大町東2丁目3番12号先"
"11281","34.461095,132.468242","安佐南","大町バスターミナル（西）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000047","2019年8月","市道","広島市安佐南区大町東2丁目8番19号先"
"11282","34.475659,132.444576","安佐南","上安駅前","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000001","2019年9月","県道３８号（広島豊平）","広島市安佐南区上安2丁目30番15号先"
"11283","34.470786,132.480636","安佐南","松原公園前","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","4L3171","2014年11月","県道２７０号（八木緑井）","広島市安佐南区緑井6丁目34番29号先"
"11284","34.472064,132.42661","安佐南","交通科学館西","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000009","2019年8月","県道３８号（広島豊平）","広島市安佐南区長楽寺2丁目3番21号先"
"11285","34.474651,132.43571","安佐南","大元神社前","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000010","2019年8月","県道３８号（広島豊平）","広島市安佐南区高取北3丁目11番11号先"
"11286","34.493622,132.517626","安佐北","安佐北区スポーツセンター前","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T51599","2020年2月","市道","広島市安佐北区深川2丁目50番1号先"
"11287","34.395954,132.367497","佐伯","高井","地域/直接","交通信号制御機(UD-TTR)","第1012号","LTC-AR71","株式会社京三製作所","T45378","2019年10月","県道２９０号（原田五日市）","広島市佐伯区八幡東4丁目5番12号先"
"11288","34.406981,132.374942","佐伯","免許センター南口","地域/直接","交通信号制御機(UD-TTR)","第1012号","LTC-AR71","株式会社京三製作所","T45347","2019年10月","県道２９０号（原田五日市）","広島市佐伯区石内南1丁目1番南西角先"
"11289","34.421544,132.391722","佐伯","免許センター北口","地域/直接","交通信号制御機(UD-TTR)","第1012号","LTC-AR71","株式会社京三製作所","T45373","2019年10月","県道２９０号（原田五日市）","広島市佐伯区五日市町石内5,845番地1先"
"11290","34.44311,132.40159","安佐南","藤興園団地入口","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000001","2019年8月","市道","広島市安佐南区大塚西3丁目11番1号先"
"11291","34.446361,132.396268","安佐南","Ａシティ中央","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000001","2019年9月","市道","広島市安佐南区大塚西3丁目2番3号先"
"11292","34.350958,132.459745","広島南","元宇品公園入口","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T51581","2020年2月","市道","広島市南区元宇品町2番北西角先"
"11293","34.392785,132.366242","佐伯","八幡東小学校南","地域/直接","交通信号制御機(UD-RTR)","第1012号","LTC-AR71","株式会社京三製作所","T45381","2019年10月","県道２９０号（原田五日市）","広島市佐伯区八幡東4丁目31番29-4号先"
"11294","34.474757,132.453674","安佐南","安東駅（東）","地域/連動","交通信号制御機(押ﾎﾞ)","第1012号","","日本信号株式会社","K0000011","2019年8月","県道３８号（広島豊平）","広島市安佐南区安東2丁目7番22号先"
"11295","34.412988,132.381585","佐伯","本居橋（東）","地域/直接","交通信号制御機(UD-TTR)","第1012号","LTC-AR71","株式会社京三製作所","T45375","2019年10月","県道２９０号（原田五日市）","広島市佐伯区五日市町石内4,022番地1北方30メートル先"
"11296","34.411029,132.378271","佐伯","下中橋（東）","地域/直接","交通信号制御機(UD-TTR)","第1012号","LTC-AR71","株式会社京三製作所","T45377","2019年10月","県道２９０号（原田五日市）","広島市佐伯区五日市町石内3,937番地先"
"11297","34.406193,132.46305","広島中央","西白島町１２番","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T39441","2018年12月","市道","広島市中区西白島町12番1号先"
"11298","34.45621,132.470726","安佐南","安佐南区総合福祉センター前","単独プロ多","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000006","2016年11月","市道","広島市安佐南区中須1丁目38番13号先"
"11299","34.364479,132.381504","広島西","印刷団地前","プロ多/連","灯器連動","灯器連動","","日本信号株式会社","K0000004","2016年12月","市道","広島市西区商工センター7丁目5番南角先"
"11300","34.364056,132.381753","広島西","木工団地前","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000004","2016年12月","市道","広島市西区商工センター8丁目2番35号先"
"11301","34.369239,132.400326","広島西","中央卸売市場（西）","プロ多/連","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR41","株式会社京三製作所","TV1618","2013年11月","市道","広島市西区商工センター1丁目12番48号先"
"11302","34.562203,132.449046","安佐北","野外活動センター入口","単独半感","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T57937","2020年11月","Ｒ２６１","広島市安佐北区安佐町飯室4,283番地6先"
"11303","34.469625,132.499628","安佐北","口田東小学校西","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T57927","2020年11月","市道","広島市安佐北区口田2丁目4番13号先"
"11304","34.472109,132.489722","安佐南","城南中学校（南）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","0H2236","2020年8月","市道","広島市安佐南区川内6丁目8番2号先"
"11305","34.474923,132.489134","安佐南","城南中学校（北）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","0H2237","2020年8月","市道","広島市安佐南区八木1丁目28番26号先"
"11306","34.502293,132.513272","安佐北","広島国道事務所可部分室前","地域/直接","交通信号制御機(UD-TTR)","第1012号「版5」","S4：TSC-4152","住友電工ｼｽﾃﾑｿﾘｭｰｼｮﾝ株式会社","220637","2022年11月","Ｒ１８３","広島市安佐北区可部南4丁目30番3号先"
"11307","34.389832,132.476909","広島南","段原２丁目","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000001","2021年1月","市道","広島市南区段原3丁目2番南西角先"
"11308","34.427042,132.518351","広島東","上温品小学校（東）","単独半感","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T61942","2021年1月","県道７０号（広島中島）","広島市東区上温品3丁目1番5号先"
"11309","34.437546,132.453227","安佐南","山本小学校前","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","0H2235","2020年8月","市道","広島市安佐南区山本3丁目13番2号先"
"11310","34.422973,132.394503","佐伯","五月が丘（西）","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","0F1230","2020年6月","県道２９０号（原田五日市）","広島市佐伯区五日市町石内5,892番地2先"
"11311","34.368932,132.392744","広島西","第五公園（南）","プロ多/連","灯器連動","灯器連動","","小糸工業株式会社","5M3201","1995年12月","市道","広島市西区商工センター3丁目6番東角先"
"11312","34.368591,132.392955","広島西","商工センター４丁目５番","地域/連動","Ａ形プログラム多段式交通信号制御機","第４５号","","小糸工業株式会社","5M3201","1995年12月","市道","広島市西区商工センター4丁目5番21号先"
"11313","34.406695,132.461631","広島中央","西白島町１３番","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T68368","2021年11月","市道","広島市中区西白島町13番1号先"
"11314","34.377996,132.456986","広島中央","千田町３丁目２番","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","1A0357","2021年1月","市道","広島市中区千田町3丁目2番北東角先"
"11315","34.484807,132.448845","安佐南","消防上安出張所前","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T85709","2023年1月","市道","広島市安佐南区上安5丁目8番14号先"
"11316","34.445197,132.533639","広島東","馬木６丁目（北）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T61868","2021年1月","県道７０号（広島中島）","広島市東区馬木7丁目2,560番地1先"
"11317","34.369273,132.384342","広島西","井口高校（西）","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000018","2020年11月","市道","広島市西区井口明神3丁目1番南東角先"
"11318","34.369188,132.379237","広島西","井口５丁目２番","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000004","2020年11月","Ｒ２","広島市西区井口5丁目2番34号先"
"11319","34.369792,132.381851","広島西","井口明神３丁目２番","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000003","2020年11月","Ｒ２","広島市西区井口明神3丁目2番21号先"
"11320","34.403246,132.419695","広島西","己斐上２丁目","単独押ボ","交通信号制御機(押ﾎﾞ)","第1012号","","日本信号株式会社","K0000016","2021年1月","県道２６５号（伴広島）","広島市西区己斐上2丁目8番17号先"
"11321","34.481505,132.462815","安佐南","安古市高校（北）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T85670","2023年1月","県道２６９号（今井田緑井）","広島市安佐南区毘沙門台3丁目22番14号先"
"11322","34.467777,132.433924","安佐南","安西小学校（東）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T85866","2023年1月","市道","広島市安佐南区高取南2丁目18番1号先"
"11323","34.383729,132.361848","佐伯","八幡東橋（東）","地域/直接","交通信号制御機(UD-RTR)","第1012号","LTC-AR71","株式会社京三製作所","T45379","2019年10月","県道２９０号（原田五日市）","広島市佐伯区八幡東3丁目28番17号先"
"11324","34.385666,132.363565","佐伯","八幡東３丁目１９番","地域/直接","交通信号制御機(S9-TCU)","第1012号","LTC-AR71","株式会社京三製作所","T45368","2019年10月","県道２９０号（原田五日市）","広島市佐伯区八幡東3丁目19番17号先"
"11325","34.388003,132.364606","佐伯","八幡東３丁目１０番","地域/連動","交通信号制御機(押ﾎﾞ)","第1012号","","日本信号株式会社","K0000002","2017年2月","県道２９０号（原田五日市）","広島市佐伯区八幡東3丁目10番5号先"
"11326","34.389949,132.365323","佐伯","八幡東３丁目３番","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","0F1231","2020年6月","県道２９０号（原田五日市）","広島市佐伯区八幡東3丁目3番12号先"
"11327","34.390986,132.365615","佐伯","八幡東４丁目３５番","地域/直接","交通信号制御機(S9-TCU)","第1012号","LTC-AR71","株式会社京三製作所","T45367","2019年10月","県道２９０号（原田五日市）","広島市佐伯区八幡東4丁目35番8号先"
"11328","34.384058,132.360477","佐伯","八幡東橋（西）","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","0F1232","2020年6月","市道","広島市佐伯区八幡東2丁目29番33号先"
"11329","34.504692,132.511285","安佐北","可部南４丁目（南）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T57957","2020年11月","Ｒ５４（可部バイパス）","広島市安佐北区可部南4丁目22番22号先"
"11330","34.509628,132.508418","安佐北","可部南４丁目（北）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T89950","2024年8月","Ｒ５４（可部バイパス）","広島市安佐北区可部南4丁目6番43号先"
"11331","34.513672,132.505971","安佐北","北部医療センター入口","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","6K2782","2016年10月","Ｒ５４（可部バイパス）","広島市安佐北区可部1丁目15番8号先"
"11332","34.519912,132.507177","安佐北","安佐北警察署（北）","地域/直接","交通信号制御機(UD-TTR)","第1012号「版6」","","コイト電工株式会社","5A0421","2025年1月","Ｒ５４（可部バイパス）","広島市安佐北区可部4丁目4番23号先"
"11333","34.519609,132.509734","安佐北","可部小学校北","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","小糸工業株式会社","1A0040","2011年1月","市道","広島市安佐北区可部5丁目14番19号先"
"11334","34.480662,132.536075","安佐北","深川台団地入口","プロ多/連","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T69891","2022年1月","県道３７号（広島三次）","広島市安佐北区深川6丁目1番20号先"
"11335","34.500622,132.512416","安佐北","中島","地域/直接","交通信号制御機(UD-TTR)","第1012号「版5」","S4：TSC-4052","住友電工ｼｽﾃﾑｿﾘｭｰｼｮﾝ株式会社","220636","2022年11月","Ｒ５４","広島市安佐北区可部南1丁目3番15号先"
"11336","34.507499,132.50983","安佐北","可部南４丁目（中）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","5L3142","2015年11月","Ｒ５４（可部バイパス）","広島市安佐北区可部南4丁目11番18号先"
"11337","34.406937,132.458199","広島中央","三篠橋（東）","地域/連動","交通信号制御機(押ﾎﾞ)","第1012号","","コイト電工株式会社","1B0641","2021年2月","県道８４号（東海田広島）","広島市中区西白島町22番58号先"
"11338","34.43984,132.531329","広島東","馬木４丁目","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T61861","2021年1月","県道７０号（広島中島）","広島市東区馬木4丁目1,439番地1先"
"11339","34.472831,132.513417","安佐北","落合橋東","地域/直接","交通信号制御機(S9-TCU)","第1012号","LTC-AR71","株式会社京三製作所","T69814","2021年12月","県道３７号（広島三次）","広島市安佐北区落合1丁目45番1号先"
"11340","34.366651,132.381307","広島西","食品団地前","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000029","2022年1月","市道","広島市西区商工センター7丁目3番40号先"
"11341","34.364227,132.50905","広島南","洋光台（中）","プロ多/親","ＵＣ形交通信号制御機","第２３２号","VT-3405P","パナソニック株式会社","0B0633","2010年2月","市道","広島市南区向洋新町2丁目9番1号先"
"11342","34.434021,132.461104","安佐南","八日市橋西詰","プロ多/連","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR31","株式会社京三製作所","TU1945","2013年10月","市道","広島市安佐南区祇園1丁目37番7号先"
"11343","34.446184,132.461659","安佐南","祇園６丁目","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T90028","2024年8月","市道","広島市安佐南区祇園6丁目10番22号先"
"11344","34.380089,132.477107","広島南","広島大学付属病院前","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000052","2022年2月","市道","広島市南区出汐1丁目4番南東角先"
"11345","34.410484,132.498212","広島東","中山第２架道橋（西）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000124","2021年7月","県道１５２号（府中祇園）","広島市東区中山中町5番22号先"
"11346","34.520301,132.503919","安佐北","天王神社前","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T72274","2022年12月","市道","広島市安佐北区亀山3丁目18番7号先"
"11347","34.496428,132.46914","安佐北","筒瀬小学校（西）","単独押ボ","交通信号制御機(押ﾎﾞ)","第1012号","LTC-AR72","株式会社京三製作所","T57943","2020年11月","県道２６９号（今井田緑井）","広島市安佐北区安佐町筒瀬1,246番地2北東方50メートル先"
"11348","34.415177,132.453062","広島西","三篠町３丁目１２番","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000098","2020年11月","県道２７７号（古市広島）","広島市西区三篠町3丁目12番18号先"
"11349","34.387191,132.364298","佐伯","八幡東３丁目１５番","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000003","2021年9月","県道２９０号（原田五日市）","広島市佐伯区八幡東3丁目15番北東角先"
"11350","34.402403,132.371211","佐伯","利松ガード北","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","0F1233","2020年6月","県道２９０号（原田五日市）","広島市佐伯区五日市町石内439番地先"
"11351","34.444651,132.481531","安佐南","東原２丁目","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T69901","2022年1月","市道","広島市安佐南区東原2丁目5番10号先"
"11352","34.476988,132.48773","安佐南","下八木バス停前","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T69897","2022年1月","県道２７０号（八木緑井）","広島市安佐南区緑井6丁目12番10号先"
"11353","34.494251,132.582519","安佐北","三田橋南詰","単独押ボ","交通信号制御機(押ﾎﾞ)","第1012号","LTC-AR72","株式会社京三製作所","T69890","2022年1月","県道３７号（広島三次）","広島市安佐北区白木町三田4,625番地東方60メートル先"
"11354","34.436259,132.451574","安佐南","山本橋東詰","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000001","2012年2月","市道","広島市安佐南区山本1丁目17番12号先"
"11355","34.420614,132.499201","広島東","東浄小学校入口","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000123","2021年7月","市道","広島市東区中山新町2丁目7番19号先"
"11356","34.415044,132.498848","広島東","鏡が丘９番","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000122","2021年7月","市道","広島市東区中山鏡が丘9番1号先"
"11357","34.393374,132.39782","広島西","田方第４公園（南）","単独半感","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000028","2022年1月","県道７１号（広島湯来）","広島市西区田方2丁目1番先"
"11358","34.369464,132.364702","佐伯","新宮苑（東）","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T85782","2023年2月","市道","広島市佐伯区新宮苑9番12号先"
"11359","34.365333,132.38101","広島西","商工センター７丁目","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000030","2022年1月","市道","広島市西区商工センター7丁目3番27号先"
"11360","34.396929,132.358978","佐伯","八幡新幹線高架下","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T27734","2017年11月","県道４１号（五日市筒賀）","広島市佐伯区八幡4丁目3番40号先"
"11361","34.541672,132.46456","安佐北","可部運動公園入口","単独半感","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T69889","2022年1月","Ｒ１９１","広島市安佐北区可部町勝木1,684番地先"
"11362","34.470428,132.46269","安佐南","毘沙門台駅（北）","単独半感","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T69895","2022年1月","県道２６９号（今井田緑井）","広島市安佐南区毘沙門台1丁目7番先"
"11363","34.391366,132.415302","広島西","広島市立古田保育園前","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000019","2023年2月","市道","広島市西区古江東町1番17号先"
"11364","34.518888,132.513231","安佐北","可部３丁目","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T69846","2022年1月","市道","広島市安佐北区可部3丁目24番21号先"
"11365","34.422333,132.392936","佐伯","免許センター入口バス停前","地域/連動","交通信号制御機(押ﾎﾞ)","第1012号","","日本信号株式会社","K0000004","2021年9月","県道２９０号（原田五日市）","広島市佐伯区五日市町石内5,847番地先"
"11366","34.464579,132.464607","安佐南","大町東３丁目西","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T69903","2022年1月","県道３８号（広島豊平）","広島市安佐南区大町東3丁目25番南西角先"
"11367","34.469496,132.479582","安佐南","緑井５丁目","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR71","株式会社京三製作所","T85703","2023年1月","県道２７０号（八木緑井）","広島市安佐南区緑井5丁目8番4号先"
"11368","34.481669,132.568384","安佐北","狩小川小学校（北）","単独押ボ","交通信号制御機(押ﾎﾞ)","第1012号「版6」","LTC-AR82","株式会社京三製作所","TA3101","2025年11月","県道３７号（広島三次）","広島市安佐北区上深川町1,383番地先"
"11369","34.410201,132.355111","佐伯","河内小学校口","単独押ボ","交通信号制御機(押ﾎﾞ)","第1012号","","コイト電工株式会社","3K2846","2023年10月","県道４１号（五日市筒賀）","広島市佐伯区五日市町上河内1576番地3先"
"11370","34.437624,132.484618","広島東","戸坂千足１丁目２番","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","3M3060","2013年12月","県道１５２号（府中祇園）","広島市東区戸坂千足1丁目2番南東角先"
"11371","34.396479,132.472934","広島南","松原町１０番南","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000001","2023年10月","市道","広島市南区松原町10番1号先"
"11372","34.373209,132.47138","広島南","翠３丁目３番","地域/直接","交通信号制御機(UD-RTR)","第1012号「版5」","","コイト電工株式会社","3M3985","2023年12月","市道","広島市南区翠3丁目3番南西角先"
"11373","34.369344,132.470619","広島南","翠４丁目６番","地域/直接","交通信号制御機(S9-TCU)","第1012号「版5」","","コイト電工株式会社","3M4017","2023年12月","市道","広島市南区翠4丁目5番南西角先"
"11374","34.376795,132.472066","広島南","皆実町４丁目１番","地域/直接","交通信号制御機(S9-TCU)","第1012号「版5」","","コイト電工株式会社","3M3847","2023年12月","市道","広島市南区皆実町4丁目2番北東角先"
"11375","34.37487,132.471681","広島南","皆実町４丁目２４番","地域/直接","交通信号制御機(S9-TCU)","第1012号「版5」","","コイト電工株式会社","3M3988","2023年12月","市道","広島市南区皆実町4丁目24番25号先"
"11376","34.371939,132.471135","広島南","翠３丁目６番","地域/直接","交通信号制御機(S9-TCU)","第1012号「版5」","","コイト電工株式会社","3M3990","2023年12月","市道","広島市南区翠3丁目6番18号先"
"11377","34.36839,132.470414","広島南","翠町中学校（西）","地域/連動","交通信号制御機(押ﾎﾞ)","第1012号","LTC-AR82","株式会社京三製作所","T85826","2023年2月","市道","広島市南区翠4丁目6番南西角先"
"11378","34.351712,132.530846","海田","矢野西１丁目","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","","コイト電工株式会社","2L3421","2022年11月","Ｒ３１","広島市安芸区矢野西1丁目35番11号先"
"11379","34.415752,132.422992","広島西","国迫団地口","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000020","2023年2月","市道","広島市西区己斐上4丁目2番北角先"
"11380","34.411716,132.441746","広島西","竜王町４番","単独半感","交通信号制御機(ﾌﾟﾛ多)","第1012号","","日本信号株式会社","K0000021","2023年2月","市道","広島市西区竜王町4番19号先"
"11381","34.38293,132.454366","広島中央","鷹野橋東","地域/連動","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR40","株式会社京三製作所","TY9534","2015年9月","県道２４３号（広島港）","広島市中区千田町1丁目3番7号先"
"11382","34.421394,132.393715","佐伯","平岩陸橋南","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T85787","2023年2月","市道","広島市佐伯区五日市町石内336番地3先"
"11383","34.465958,132.505693","安佐北","口田南８丁目","地域/直接","交通信号制御機(S9-TCU)","第1012号","LTC-AR71","株式会社京三製作所","T69794","2021年12月","県道３７号（広島三次）","広島市安佐北区口田南8丁目1番13号先"
"11384","34.373379,132.469659","広島南","翠２丁目８番","地域/直接","交通信号制御機(S9-TCU)","第1012号「版5」","","コイト電工株式会社","3M3989","2023年12月","市道","広島市南区翠2丁目8番15号先"
"11385","34.373748,132.466681","広島南","皆実町５丁目１５番","地域/直接","交通信号制御機(UD-TTR)","第1012号「版5」","","コイト電工株式会社","3M3986","2023年12月","市道","広島市南区皆実町5丁目15番北東角先"
"11386","34.544238,132.429397","安佐北","長沢橋北詰","単独押ボ","ＵＣ形押ボタン式交通信号制御機","第２３３号","","小糸工業株式会社","9F1593","1999年9月","Ｒ１９１","広島市安佐北区安佐町飯室2,901番地10先"
"11387","34.580101,132.456331","安佐北","星が丘団地入口","プロ多/親","交通信号制御機(ﾌﾟﾛ多)","第1012号","LTC-AR81","株式会社京三製作所","T86198","2023年10月","Ｒ２６１","広島市安佐北区安佐町鈴張2,035番地7先"
"11389","34.377861,132.453046","広島中央","広島県情報プラザ前","地域/直接","交通信号制御機(S9-TCU)","第1012号「版5」","LTC-AR81","株式会社京三製作所","T87939","2023年11月","市道","広島市中区千田町3丁目7番47号先"
"11390","34.376139,132.453644","広島中央","千田公園（西）","地域/直接","交通信号制御機(UD-RTR)","第1012号「版5」","LTC-AR81","株式会社京三製作所","T87890","2023年11月","市道","広島市中区千田町3丁目7番南西角先"
